2015-12-31 15:51:40.580 [error] <0.91.0> gen_server maxwell_protocol_channel_sup terminated with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190
2015-12-31 15:51:40.581 [error] <0.91.0> CRASH REPORT Process maxwell_protocol_channel_sup with 0 neighbours exited with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190 in gen_server:terminate/6 line 746
2015-12-31 16:32:02.580 [error] <0.97.0> Supervisor maxwell_protocol_channel_sup had child maxwell_protocol_channel_pools started with maxwell_protocol_channel_pools:start_link() at undefined exit with reason {'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}} in context start_error
2015-12-31 16:32:02.581 [error] <0.59.0> CRASH REPORT Process <0.59.0> with 0 neighbours exited with reason: {{shutdown,{failed_to_start_child,maxwell_protocol_channel_pools,{'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}}}},{maxwell_protocol_channel_app,start,...}} in application_master:init/4 line 133
2015-12-31 16:38:25.386 [error] <0.306.0> CRASH REPORT Process <0.306.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.386 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.306.0> exit with reason: undef

2015-12-31 16:38:25.413 [error] <0.308.0> CRASH REPORT Process <0.308.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.414 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.308.0> exit with reason: undef

2015-12-31 16:38:25.442 [error] <0.310.0> CRASH REPORT Process <0.310.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.442 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.310.0> exit with reason: undef

2015-12-31 16:38:25.467 [error] <0.312.0> CRASH REPORT Process <0.312.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.467 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.312.0> exit with reason: undef

2015-12-31 16:38:25.493 [error] <0.314.0> CRASH REPORT Process <0.314.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.493 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.314.0> exit with reason: undef

2015-12-31 16:38:25.516 [error] <0.316.0> CRASH REPORT Process <0.316.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.516 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.316.0> exit with reason: undef

2015-12-31 16:38:25.541 [error] <0.318.0> CRASH REPORT Process <0.318.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.542 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.318.0> exit with reason: undef

2015-12-31 16:38:25.565 [error] <0.320.0> CRASH REPORT Process <0.320.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.565 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.320.0> exit with reason: undef

2015-12-31 16:38:25.591 [error] <0.322.0> CRASH REPORT Process <0.322.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.591 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.322.0> exit with reason: undef

2015-12-31 16:38:25.614 [error] <0.324.0> CRASH REPORT Process <0.324.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:25.614 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.324.0> exit with reason: undef

2015-12-31 16:38:26.000 [error] <0.356.0> CRASH REPORT Process <0.356.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.001 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.356.0> exit with reason: undef

2015-12-31 16:38:26.025 [error] <0.358.0> CRASH REPORT Process <0.358.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.025 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.358.0> exit with reason: undef

2015-12-31 16:38:26.049 [error] <0.360.0> CRASH REPORT Process <0.360.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.049 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.360.0> exit with reason: undef

2015-12-31 16:38:26.073 [error] <0.362.0> CRASH REPORT Process <0.362.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.074 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.362.0> exit with reason: undef

2015-12-31 16:38:26.097 [error] <0.364.0> CRASH REPORT Process <0.364.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.097 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.364.0> exit with reason: undef

2015-12-31 16:38:26.123 [error] <0.366.0> CRASH REPORT Process <0.366.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.123 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.366.0> exit with reason: undef

2015-12-31 16:38:26.148 [error] <0.368.0> CRASH REPORT Process <0.368.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.148 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.368.0> exit with reason: undef

2015-12-31 16:38:26.177 [error] <0.370.0> CRASH REPORT Process <0.370.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.177 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.370.0> exit with reason: undef

2015-12-31 16:38:26.201 [error] <0.372.0> CRASH REPORT Process <0.372.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.201 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.372.0> exit with reason: undef

2015-12-31 16:38:26.225 [error] <0.374.0> CRASH REPORT Process <0.374.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.225 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.374.0> exit with reason: undef

2015-12-31 16:38:26.249 [error] <0.376.0> CRASH REPORT Process <0.376.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.249 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.376.0> exit with reason: undef

2015-12-31 16:38:26.275 [error] <0.378.0> CRASH REPORT Process <0.378.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.276 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.378.0> exit with reason: undef

2015-12-31 16:38:26.300 [error] <0.380.0> CRASH REPORT Process <0.380.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.300 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.380.0> exit with reason: undef

2015-12-31 16:38:26.326 [error] <0.382.0> CRASH REPORT Process <0.382.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.326 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.382.0> exit with reason: undef

2015-12-31 16:38:26.351 [error] <0.384.0> CRASH REPORT Process <0.384.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.351 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.384.0> exit with reason: undef

2015-12-31 16:38:26.379 [error] <0.386.0> CRASH REPORT Process <0.386.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.379 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.386.0> exit with reason: undef

2015-12-31 16:38:26.404 [error] <0.388.0> CRASH REPORT Process <0.388.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.404 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.388.0> exit with reason: undef

2015-12-31 16:38:26.429 [error] <0.390.0> CRASH REPORT Process <0.390.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.430 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.390.0> exit with reason: undef

2015-12-31 16:38:26.455 [error] <0.392.0> CRASH REPORT Process <0.392.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.455 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.392.0> exit with reason: undef

2015-12-31 16:38:26.479 [error] <0.394.0> CRASH REPORT Process <0.394.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.480 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.394.0> exit with reason: undef

2015-12-31 16:38:26.507 [error] <0.396.0> CRASH REPORT Process <0.396.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.507 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.396.0> exit with reason: undef

2015-12-31 16:38:26.534 [error] <0.398.0> CRASH REPORT Process <0.398.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.534 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.398.0> exit with reason: undef

2015-12-31 16:38:26.557 [error] <0.400.0> CRASH REPORT Process <0.400.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.557 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.400.0> exit with reason: undef

2015-12-31 16:38:26.581 [error] <0.402.0> CRASH REPORT Process <0.402.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.581 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.402.0> exit with reason: undef

2015-12-31 16:38:26.605 [error] <0.404.0> CRASH REPORT Process <0.404.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:26.606 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.404.0> exit with reason: undef

2015-12-31 16:38:27.016 [error] <0.436.0> CRASH REPORT Process <0.436.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.016 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.436.0> exit with reason: undef

2015-12-31 16:38:27.042 [error] <0.438.0> CRASH REPORT Process <0.438.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.042 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.438.0> exit with reason: undef

2015-12-31 16:38:27.066 [error] <0.440.0> CRASH REPORT Process <0.440.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.066 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.440.0> exit with reason: undef

2015-12-31 16:38:27.091 [error] <0.442.0> CRASH REPORT Process <0.442.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.091 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.442.0> exit with reason: undef

2015-12-31 16:38:27.116 [error] <0.444.0> CRASH REPORT Process <0.444.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.116 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.444.0> exit with reason: undef

2015-12-31 16:38:27.143 [error] <0.446.0> CRASH REPORT Process <0.446.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.143 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.446.0> exit with reason: undef

2015-12-31 16:38:27.167 [error] <0.448.0> CRASH REPORT Process <0.448.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.167 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.448.0> exit with reason: undef

2015-12-31 16:38:27.193 [error] <0.450.0> CRASH REPORT Process <0.450.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.193 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.450.0> exit with reason: undef

2015-12-31 16:38:27.217 [error] <0.452.0> CRASH REPORT Process <0.452.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
2015-12-31 16:38:27.217 [error] <0.103.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.452.0> exit with reason: undef

2015-12-31 16:38:27.243 [error] <0.454.0> CRASH REPORT Process <0.454.0> with 0 neighbours crashed with reason: call to undefined function cloud_common_lib:current()
